"movieNames","movieGenres","userId","rating"
"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",138483,4
"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",138486,5
"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",138488,3
"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",138491,2
"Toy Story (1995)","Adventure|Animation|Children|Comedy|Fantasy",138493,3.5
"Jumanji (1995)","Adventure|Children|Fantasy",138416,4.5
"Jumanji (1995)","Adventure|Children|Fantasy",138419,3.5
"Jumanji (1995)","Adventure|Children|Fantasy",138422,3.5
"Jumanji (1995)","Adventure|Children|Fantasy",138424,3
"Jumanji (1995)","Adventure|Children|Fantasy",138426,4
"Jumanji (1995)","Adventure|Children|Fantasy",138431,5
"Jumanji (1995)","Adventure|Children|Fantasy",138456,3
"Jumanji (1995)","Adventure|Children|Fantasy",138464,3
"Jumanji (1995)","Adventure|Children|Fantasy",138474,4
"Jumanji (1995)","Adventure|Children|Fantasy",138483,3
"Jumanji (1995)","Adventure|Children|Fantasy",138484,3
"Jumanji (1995)","Adventure|Children|Fantasy",138488,3
"Jumanji (1995)","Adventure|Children|Fantasy",138493,4
"Grumpier Old Men (1995)","Comedy|Romance",138415,3
"Grumpier Old Men (1995)","Comedy|Romance",138467,2
"Grumpier Old Men (1995)","Comedy|Romance",138480,3
"Grumpier Old Men (1995)","Comedy|Romance",138484,4
"Father of the Bride Part II (1995)","Comedy",138471,2
"Father of the Bride Part II (1995)","Comedy",138474,4
"Heat (1995)","Action|Crime|Thriller",138419,4.5
"Heat (1995)","Action|Crime|Thriller",138430,5
"Heat (1995)","Action|Crime|Thriller",138437,4
"Heat (1995)","Action|Crime|Thriller",138439,4
"Heat (1995)","Action|Crime|Thriller",138444,4
"Heat (1995)","Action|Crime|Thriller",138445,2
"Heat (1995)","Action|Crime|Thriller",138448,3
"Heat (1995)","Action|Crime|Thriller",138452,4
"Heat (1995)","Action|Crime|Thriller",138454,4
"Heat (1995)","Action|Crime|Thriller",138474,5
"Heat (1995)","Action|Crime|Thriller",138484,5
"Sabrina (1995)","Comedy|Romance",138432,3
"Tom and Huck (1995)","Adventure|Children",138415,4
"Sudden Death (1995)","Action",138474,4
"GoldenEye (1995)","Action|Adventure|Thriller",138416,3.5
"GoldenEye (1995)","Action|Adventure|Thriller",138431,3
"GoldenEye (1995)","Action|Adventure|Thriller",138432,1
"GoldenEye (1995)","Action|Adventure|Thriller",138444,3
"GoldenEye (1995)","Action|Adventure|Thriller",138447,5
"GoldenEye (1995)","Action|Adventure|Thriller",138449,5
"GoldenEye (1995)","Action|Adventure|Thriller",138452,3
"GoldenEye (1995)","Action|Adventure|Thriller",138453,3
"GoldenEye (1995)","Action|Adventure|Thriller",138464,5
"GoldenEye (1995)","Action|Adventure|Thriller",138474,4
"GoldenEye (1995)","Action|Adventure|Thriller",138483,3
"GoldenEye (1995)","Action|Adventure|Thriller",138484,3
"American President, The (1995)","Comedy|Drama|Romance",138415,4
"American President, The (1995)","Comedy|Drama|Romance",138431,4
"American President, The (1995)","Comedy|Drama|Romance",138444,3
"American President, The (1995)","Comedy|Drama|Romance",138456,4
"American President, The (1995)","Comedy|Drama|Romance",138467,4
"American President, The (1995)","Comedy|Drama|Romance",138483,3
"American President, The (1995)","Comedy|Drama|Romance",138484,4
"Dracula: Dead and Loving It (1995)","Comedy|Horror",138449,2
"Dracula: Dead and Loving It (1995)","Comedy|Horror",138474,3
"Balto (1995)","Adventure|Animation|Children",138441,3
"Nixon (1995)","Drama",138430,5
"Nixon (1995)","Drama",138483,3
"Cutthroat Island (1995)","Action|Adventure|Romance",138432,3
"Casino (1995)","Crime|Drama",138444,5
"Casino (1995)","Crime|Drama",138454,3
"Casino (1995)","Crime|Drama",138455,3.5
"Casino (1995)","Crime|Drama",138457,4
"Casino (1995)","Crime|Drama",138474,5
"Casino (1995)","Crime|Drama",138484,4
"Sense and Sensibility (1995)","Drama|Romance",138415,4
"Sense and Sensibility (1995)","Drama|Romance",138422,3.5
"Sense and Sensibility (1995)","Drama|Romance",138430,5
"Sense and Sensibility (1995)","Drama|Romance",138446,5
"Sense and Sensibility (1995)","Drama|Romance",138448,4
"Sense and Sensibility (1995)","Drama|Romance",138454,4
"Sense and Sensibility (1995)","Drama|Romance",138456,4
"Sense and Sensibility (1995)","Drama|Romance",138483,4
"Sense and Sensibility (1995)","Drama|Romance",138490,4
"Four Rooms (1995)","Comedy",138426,3.5
"Four Rooms (1995)","Comedy",138493,4.5
"Ace Ventura: When Nature Calls (1995)","Comedy",138419,3
"Ace Ventura: When Nature Calls (1995)","Comedy",138429,3.5
"Ace Ventura: When Nature Calls (1995)","Comedy",138432,3
"Ace Ventura: When Nature Calls (1995)","Comedy",138457,3
"Ace Ventura: When Nature Calls (1995)","Comedy",138459,2
"Ace Ventura: When Nature Calls (1995)","Comedy",138474,5
"Ace Ventura: When Nature Calls (1995)","Comedy",138483,1
"Ace Ventura: When Nature Calls (1995)","Comedy",138484,2
"Ace Ventura: When Nature Calls (1995)","Comedy",138493,4
"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",138439,2.5
"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",138473,2.5
"Money Train (1995)","Action|Comedy|Crime|Drama|Thriller",138484,3
"Get Shorty (1995)","Comedy|Crime|Thriller",138415,3
"Get Shorty (1995)","Comedy|Crime|Thriller",138431,3
"Get Shorty (1995)","Comedy|Crime|Thriller",138437,3.5
"Get Shorty (1995)","Comedy|Crime|Thriller",138452,4
"Get Shorty (1995)","Comedy|Crime|Thriller",138454,2
"Get Shorty (1995)","Comedy|Crime|Thriller",138463,5
"Get Shorty (1995)","Comedy|Crime|Thriller",138484,4
"Get Shorty (1995)","Comedy|Crime|Thriller",138490,3
"Get Shorty (1995)","Comedy|Crime|Thriller",138492,3
"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",138456,2.5
"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",138483,3
"Copycat (1995)","Crime|Drama|Horror|Mystery|Thriller",138484,3
"Assassins (1995)","Action|Crime|Thriller",138483,2
"Assassins (1995)","Action|Crime|Thriller",138484,4
"Powder (1995)","Drama|Sci-Fi",138415,4
"Powder (1995)","Drama|Sci-Fi",138417,4
"Powder (1995)","Drama|Sci-Fi",138424,4
"Powder (1995)","Drama|Sci-Fi",138427,4
"Powder (1995)","Drama|Sci-Fi",138456,1.5
"Powder (1995)","Drama|Sci-Fi",138474,4
"Powder (1995)","Drama|Sci-Fi",138484,3
"Leaving Las Vegas (1995)","Drama|Romance",138415,5
"Leaving Las Vegas (1995)","Drama|Romance",138430,4
"Leaving Las Vegas (1995)","Drama|Romance",138444,3
"Leaving Las Vegas (1995)","Drama|Romance",138445,4
"Leaving Las Vegas (1995)","Drama|Romance",138454,4
"Leaving Las Vegas (1995)","Drama|Romance",138467,2
"Leaving Las Vegas (1995)","Drama|Romance",138474,4
"Leaving Las Vegas (1995)","Drama|Romance",138477,3
"Leaving Las Vegas (1995)","Drama|Romance",138480,3
"Leaving Las Vegas (1995)","Drama|Romance",138483,4
"Leaving Las Vegas (1995)","Drama|Romance",138487,5
"Othello (1995)","Drama",138436,4
"Persuasion (1995)","Drama|Romance",138415,5
"Persuasion (1995)","Drama|Romance",138446,3
"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",138430,4
"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",138451,4.5
"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",138461,5
"City of Lost Children, The (Cité des enfants perdus, La) (1995)","Adventure|Drama|Fantasy|Mystery|Sci-Fi",138489,4
"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","Crime|Drama",138467,4
"Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)","Crime|Drama",138483,3
"Dangerous Minds (1995)","Drama",138415,5
"Dangerous Minds (1995)","Drama",138456,4.5
"Dangerous Minds (1995)","Drama",138465,2.5
"Dangerous Minds (1995)","Drama",138485,1.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138415,3
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138416,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138419,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138422,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138425,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138426,4
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138430,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138432,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138436,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138437,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138439,3.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138442,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138443,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138444,4
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138445,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138446,3
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138454,4
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138461,4
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138467,4
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138472,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138473,4.5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138474,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138480,4
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138482,5
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138483,3
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","Mystery|Sci-Fi|Thriller",138490,5
"Babe (1995)","Children|Drama",138415,5
"Babe (1995)","Children|Drama",138422,2
"Babe (1995)","Children|Drama",138426,3.5
"Babe (1995)","Children|Drama",138427,5
"Babe (1995)","Children|Drama",138428,3
"Babe (1995)","Children|Drama",138431,4
"Babe (1995)","Children|Drama",138432,3
"Babe (1995)","Children|Drama",138444,4
"Babe (1995)","Children|Drama",138446,4
"Babe (1995)","Children|Drama",138449,5
"Babe (1995)","Children|Drama",138454,5
"Babe (1995)","Children|Drama",138463,5
"Babe (1995)","Children|Drama",138471,3.5
"Babe (1995)","Children|Drama",138472,4.5
"Babe (1995)","Children|Drama",138474,1
"Babe (1995)","Children|Drama",138486,3.5
"Babe (1995)","Children|Drama",138490,5
"Babe (1995)","Children|Drama",138493,3
"Carrington (1995)","Drama|Romance",138415,5
"Carrington (1995)","Drama|Romance",138483,4
"Dead Man Walking (1995)","Crime|Drama",138415,5
"Dead Man Walking (1995)","Crime|Drama",138430,5
"Dead Man Walking (1995)","Crime|Drama",138444,3
"Dead Man Walking (1995)","Crime|Drama",138445,5
"Dead Man Walking (1995)","Crime|Drama",138454,4
"Dead Man Walking (1995)","Crime|Drama",138483,4
"Dead Man Walking (1995)","Crime|Drama",138484,5
"Clueless (1995)","Comedy|Romance",138422,3
"Clueless (1995)","Comedy|Romance",138431,4
"Clueless (1995)","Comedy|Romance",138432,3
"Clueless (1995)","Comedy|Romance",138454,5
"Clueless (1995)","Comedy|Romance",138456,3.5
"Clueless (1995)","Comedy|Romance",138457,4
"Clueless (1995)","Comedy|Romance",138467,4
"Clueless (1995)","Comedy|Romance",138470,3
"Clueless (1995)","Comedy|Romance",138483,3
"Clueless (1995)","Comedy|Romance",138486,2.5
"Clueless (1995)","Comedy|Romance",138487,4
"Richard III (1995)","Drama|War",138436,4
"Richard III (1995)","Drama|War",138490,3
"Mortal Kombat (1995)","Action|Adventure|Fantasy",138452,4
"Mortal Kombat (1995)","Action|Adventure|Fantasy",138464,3
"Mortal Kombat (1995)","Action|Adventure|Fantasy",138465,0.5
"Mortal Kombat (1995)","Action|Adventure|Fantasy",138474,3
"Mortal Kombat (1995)","Action|Adventure|Fantasy",138478,1
"Mortal Kombat (1995)","Action|Adventure|Fantasy",138484,2
"To Die For (1995)","Comedy|Drama|Thriller",138415,4
"To Die For (1995)","Comedy|Drama|Thriller",138420,3
"To Die For (1995)","Comedy|Drama|Thriller",138454,3
"To Die For (1995)","Comedy|Drama|Thriller",138483,4
"How to Make an American Quilt (1995)","Drama|Romance",138415,4
"How to Make an American Quilt (1995)","Drama|Romance",138483,3
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138415,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138416,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138419,5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138422,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138425,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138426,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138429,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138431,5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138436,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138437,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138439,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138442,5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138443,3.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138444,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138447,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138451,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138452,5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138454,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138457,3
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138461,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138467,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138472,4.5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138473,5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138474,5
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138483,3
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138484,4
"Seven (a.k.a. Se7en) (1995)","Mystery|Thriller",138486,3.5
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138415,3
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138420,3.5
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138437,2
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138441,2
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138452,2
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138464,2
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138469,2.5
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138474,4
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138478,3.5
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138488,3
"Pocahontas (1995)","Animation|Children|Drama|Musical|Romance",138493,3
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138416,4.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138419,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138422,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138424,4
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138429,4.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138431,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138435,3.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138436,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138437,4.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138443,4
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138444,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138452,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138454,2
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138457,3.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138465,3.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138467,4
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138468,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138472,4
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138477,3.5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138481,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138482,5
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138483,4
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138484,4
"Usual Suspects, The (1995)","Crime|Mystery|Thriller",138489,4.5
"Mighty Aphrodite (1995)","Comedy|Drama|Romance",138430,1
"Mighty Aphrodite (1995)","Comedy|Drama|Romance",138445,5
"Mighty Aphrodite (1995)","Comedy|Drama|Romance",138483,4
"Home for the Holidays (1995)","Drama",138415,4
"Home for the Holidays (1995)","Drama",138483,3
"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",138415,5
"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",138419,5
"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",138434,5
"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",138445,4
"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",138483,5
"Postman, The (Postino, Il) (1994)","Comedy|Drama|Romance",138492,4.5
"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",138415,3
"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",138424,3
"Indian in the Cupboard, The (1995)","Adventure|Children|Fantasy",138455,3
"Mr. Holland's Opus (1995)","Drama",138415,4
"Mr. Holland's Opus (1995)","Drama",138431,5
"Mr. Holland's Opus (1995)","Drama",138445,3
"Mr. Holland's Opus (1995)","Drama",138456,4.5
"Mr. Holland's Opus (1995)","Drama",138464,3
"Mr. Holland's Opus (1995)","Drama",138483,3
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy|Crime",138448,1
"Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)","Comedy|Crime",138474,5
"Bio-Dome (1996)","Comedy",138456,1.5
"Bio-Dome (1996)","Comedy",138474,4
"Lawnmower Man 2: Beyond Cyberspace (1996)","Action|Sci-Fi|Thriller",138417,1
"Lawnmower Man 2: Beyond Cyberspace (1996)","Action|Sci-Fi|Thriller",138474,4
"French Twist (Gazon maudit) (1995)","Comedy|Romance",138454,1
"Friday (1995)","Comedy",138416,4
"Friday (1995)","Comedy",138484,3
"Friday (1995)","Comedy",138492,4.5
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138419,3
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138420,2.5
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138450,3
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138458,4
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138467,4
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138473,4
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138474,5
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138483,3
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138486,4
"From Dusk Till Dawn (1996)","Action|Comedy|Horror|Thriller",138493,4.5
"Fair Game (1995)","Action",138483,2
"Misérables, Les (1995)","Drama|War",138415,4
"Misérables, Les (1995)","Drama|War",138483,3
"Misérables, Les (1995)","Drama|War",138490,3
"Screamers (1995)","Action|Sci-Fi|Thriller",138452,1
"Juror, The (1996)","Drama|Thriller",138430,3
"Juror, The (1996)","Drama|Thriller",138445,2
"Juror, The (1996)","Drama|Thriller",138483,3
"White Balloon, The (Badkonake sefid) (1995)","Children|Drama",138483,5
"Things to Do in Denver When You're Dead (1995)","Crime|Drama|Romance",138430,5
"Things to Do in Denver When You're Dead (1995)","Crime|Drama|Romance",138470,3.5
"Things to Do in Denver When You're Dead (1995)","Crime|Drama|Romance",138483,3
"Antonia's Line (Antonia) (1995)","Comedy|Drama",138490,3
"Angels and Insects (1995)","Drama|Romance",138467,4
"Angels and Insects (1995)","Drama|Romance",138483,3
"Angels and Insects (1995)","Drama|Romance",138490,4
"White Squall (1996)","Action|Adventure|Drama",138456,3
"Black Sheep (1996)","Comedy",138456,2.5
"Nick of Time (1995)","Action|Thriller",138452,3
"Nick of Time (1995)","Action|Thriller",138483,3
"Vampire in Brooklyn (1995)","Comedy|Horror|Romance",138474,3
"Beautiful Girls (1996)","Comedy|Drama|Romance",138430,3
"Beautiful Girls (1996)","Comedy|Drama|Romance",138431,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138432,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138442,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138445,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138447,4
"Broken Arrow (1996)","Action|Adventure|Thriller",138448,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138452,4
"Broken Arrow (1996)","Action|Adventure|Thriller",138474,4
"Broken Arrow (1996)","Action|Adventure|Thriller",138480,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138483,3
"Broken Arrow (1996)","Action|Adventure|Thriller",138484,3
"Bottle Rocket (1996)","Adventure|Comedy|Crime|Romance",138432,4
"Bottle Rocket (1996)","Adventure|Comedy|Crime|Romance",138437,3.5
"Mr. Wrong (1996)","Comedy",138474,4
"Happy Gilmore (1996)","Comedy",138427,4
"Happy Gilmore (1996)","Comedy",138448,2
"Happy Gilmore (1996)","Comedy",138454,1
"Happy Gilmore (1996)","Comedy",138456,4
"Happy Gilmore (1996)","Comedy",138459,3
"Happy Gilmore (1996)","Comedy",138474,5
"Happy Gilmore (1996)","Comedy",138480,4
"Bridges of Madison County, The (1995)","Drama|Romance",138415,5
"Bridges of Madison County, The (1995)","Drama|Romance",138483,3
"Bridges of Madison County, The (1995)","Drama|Romance",138485,3.5
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138425,1
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138430,5
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138437,4
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138448,3
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138456,1.5
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138464,4
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138483,2
"Muppet Treasure Island (1996)","Adventure|Children|Comedy|Musical",138493,4.5
"Braveheart (1995)","Action|Drama|War",138415,3
"Braveheart (1995)","Action|Drama|War",138416,4.5
"Braveheart (1995)","Action|Drama|War",138419,4
"Braveheart (1995)","Action|Drama|War",138422,5
"Braveheart (1995)","Action|Drama|War",138425,3.5
"Braveheart (1995)","Action|Drama|War",138426,3
"Braveheart (1995)","Action|Drama|War",138427,5
"Braveheart (1995)","Action|Drama|War",138431,5
"Braveheart (1995)","Action|Drama|War",138437,4
"Braveheart (1995)","Action|Drama|War",138439,4
"Braveheart (1995)","Action|Drama|War",138442,5
"Braveheart (1995)","Action|Drama|War",138446,3
"Braveheart (1995)","Action|Drama|War",138447,5
"Braveheart (1995)","Action|Drama|War",138452,5
"Braveheart (1995)","Action|Drama|War",138457,4.5
"Braveheart (1995)","Action|Drama|War",138464,4
"Braveheart (1995)","Action|Drama|War",138470,3
"Braveheart (1995)","Action|Drama|War",138472,3.5
"Braveheart (1995)","Action|Drama|War",138474,5
"Braveheart (1995)","Action|Drama|War",138476,4.5
"Braveheart (1995)","Action|Drama|War",138483,3
"Braveheart (1995)","Action|Drama|War",138484,5
"Braveheart (1995)","Action|Drama|War",138486,3
"Braveheart (1995)","Action|Drama|War",138490,4
"Braveheart (1995)","Action|Drama|War",138493,3
"Taxi Driver (1976)","Crime|Drama|Thriller",138417,3
"Taxi Driver (1976)","Crime|Drama|Thriller",138424,3
"Taxi Driver (1976)","Crime|Drama|Thriller",138429,4
